Object_Label,Origin,Section,tissue_area_px
GtDeer_treatment_cerebellum_4x_15.tif,Deer,cerebellum,97292725
GtDeer_treatment_cerebellum_4x_16.tif,Deer,cerebellum,32597900
GtDeer_treatment_cerebellum_4x_17.tif,Deer,cerebellum,29503575
GtDeer_treatment_cerebellum_4x_18.tif,Deer,cerebellum,33138000
GtDeer_treatment_cerebellum_4x_19.tif,Deer,cerebellum,29353050
GtDeer_treatment_cerebellum_4x_20.tif,Deer,cerebellum,21496675
GtDeer_treatment_cerebellum_4x_21.tif,Deer,cerebellum,33758425
GtDeer_treatment_cerebellum_4x_22.tif,Deer,cerebellum,22616850
GtDeer_treatment_cerebellum_4x_23.tif,Deer,cerebellum,26089100
GtDeer_treatment_cerebellum_4x_24.tif,Deer,cerebellum,32937225
GtDeer_treatment_cerebellum_4x_25.tif,Deer,cerebellum,21084175
GtDeer_treatment_cerebellum_4x_26.tif,Deer,cerebellum,36434300
GtDeer_treatment_cerebellum_4x_27.tif,Deer,cerebellum,53121075
GtDeer_treatment_cerebellum_4x_28.tif,Deer,cerebellum,53291050
GtDeer_treatment_cerebellum_4x_29.tif,Deer,cerebellum,21643925
GtDeer_treatment_cerebellum_4x_30.tif,Deer,cerebellum,22852500
GtDeer_treatment_cerebellum_4x_31.tif,Deer,cerebellum,23017400
GtDeer_treatment_cerebellum_4x_32.tif,Deer,cerebellum,42998850
GtDeer_treatment_cerebellum_4x_33.tif,Deer,cerebellum,30362850
GtDeer_treatment_cerebellum_4x_34.tif,Deer,cerebellum,43629600
GtDeer_treatment_cerebellum_4x_35.tif,Deer,cerebellum,16172450
GtDeer_treatment_cerebellum_4x_36.tif,Deer,cerebellum,43605925
GtDeer_treatment_cerebellum_4x_37.tif,Deer,cerebellum,30749550
GtDeer_treatment_cerebellum_4x_38.tif,Deer,cerebellum,32373050
GtDeer_treatment_cerebellum_4x_39.tif,Deer,cerebellum,19577500
GtDeer_treatment_cerebellum_4x_40.tif,Deer,cerebellum,27672075
GtDeer_treatment_cerebellum_4x_41.tif,Deer,cerebellum,21494850
GtDeer_treatment_cerebellum_4x_42.tif,Deer,cerebellum,298546450
GtDeer_treatment_cerebellum_4x_43.tif,Deer,cerebellum,43285350
GtDeer_treatment_cerebellum_4x_44.tif,Deer,cerebellum,29914425
GtDeer_treatment_cerebellum_4x_45.tif,Deer,cerebellum,36751600
GtDeer_treatment_cerebellum_4x_46.tif,Deer,cerebellum,68054850
GtDeer_treatment_cerebellum_4x_47.tif,Deer,cerebellum,36511200
GtDeer_treatment_cerebellum_4x_48.tif,Deer,cerebellum,94494400
GtDeer_treatment_cerebellum_4x_49.tif,Deer,cerebellum,130240700
GtDeer_treatment_cerebellum_4x_50.tif,Deer,cerebellum,37342750
GtDeer_treatment_cerebellum_4x_51.tif,Deer,cerebellum,59708275
GtDeer_treatment_cerebellum_4x_52.tif,Deer,cerebellum,57241125
GtDeer_treatment_cerebellum_4x_53.tif,Deer,cerebellum,58076050
GtDeer_treatment_cerebellum_4x_54.tif,Deer,cerebellum,30452150
GtDeer_treatment_cerebellum_4x_55.tif,Deer,cerebellum,33549750
GtDeer_treatment_cerebellum_4x_56.tif,Deer,cerebellum,9873400
GtDeer_treatment_cerebellum_4x_57.tif,Deer,cerebellum,11884500
GtDeer_treatment_cerebellum_4x_58.tif,Deer,cerebellum,30461975
GtDeer_treatment_cerebellum_4x_59.tif,Deer,cerebellum,29967875
GtDeer_treatment_cerebellum_4x_60.tif,Deer,cerebellum,71097400
GtDeer_treatment_cerebellum_4x_61.tif,Deer,cerebellum,40798350
GtDeer_treatment_cerebellum_4x_62.tif,Deer,cerebellum,29605275
GtDeer_treatment_cerebellum_4x_63.tif,Deer,cerebellum,41466350
GtDeer_treatment_cerebellum_4x_64.tif,Deer,cerebellum,27141250
GtDeer_treatment_cerebellum_4x_65.tif,Deer,cerebellum,23780300
GtDeer_treatment_cerebellum_4x_66.tif,Deer,cerebellum,58335225
GtDeer_treatment_cerebellum_4x_67.tif,Deer,cerebellum,32526175
GtDeer_treatment_cerebellum_4x_68.tif,Deer,cerebellum,49084000
GtDeer_treatment_cerebellum_4x_69.tif,Deer,cerebellum,26898775
GtDeer_treatment_cerebellum_4x_70.tif,Deer,cerebellum,15783000
GtDeer_treatment_cerebellum_4x_71.tif,Deer,cerebellum,58670000
GtDeer_treatment_cerebellum_4x_72.tif,Deer,cerebellum,55671675
GtDeer_treatment_cerebellum_4x_73.tif,Deer,cerebellum,40450725
GtDeer_treatment_cerebellum_4x_74.tif,Deer,cerebellum,33115950
GtDeer_treatment_cerebellum_4x_75.tif,Deer,cerebellum,41721900
GtDeer_treatment_cerebellum_4x_76.tif,Deer,cerebellum,60673875
GtDeer_treatment_cerebellum_4x_77.tif,Deer,cerebellum,53682075
GtDeer_treatment_cerebellum_4x_78.tif,Deer,cerebellum,38458800
GtDeer_treatment_cerebellum_4x_79.tif,Deer,cerebellum,23598850
GtDeer_treatment_cerebellum_4x_80.tif,Deer,cerebellum,41376850
GtDeer_treatment_cerebellum_4x_81.tif,Deer,cerebellum,58893675
GtDeer_treatment_cerebellum_4x_82.tif,Deer,cerebellum,42038025
GtDeer_treatment_cerebellum_4x_83.tif,Deer,cerebellum,60246125
GtDeer_treatment_cerebellum_4x_84.tif,Deer,cerebellum,80227225
GtDeer_treatment_cerebellum_4x_85.tif,Deer,cerebellum,28502550
GtDeer_treatment_cerebellum_4x_86.tif,Deer,cerebellum,38594625
GtDeer_treatment_cerebellum_4x_87.tif,Deer,cerebellum,36539775
GtDeer_treatment_cerebellum_4x_88.tif,Deer,cerebellum,32285750
GtDeer_treatment_cerebellum_4x_89.tif,Deer,cerebellum,23248875
GtDeer_treatment_cerebellum_4x_90.tif,Deer,cerebellum,67453775
GtDeer_treatment_cerebellum_4x_91.tif,Deer,cerebellum,67839150
GtDeer_treatment_cerebellum_4x_92.tif,Deer,cerebellum,34948775
GtDeer_treatment_cerebellum_4x_93.tif,Deer,cerebellum,33257825
GtDeer_treatment_cerebellum_4x_94.tif,Deer,cerebellum,41163550
GtDeer_treatment_cerebellum_4x_95.tif,Deer,cerebellum,44640800
GtDeer_treatment_cerebellum_4x_96.tif,Deer,cerebellum,34801700
GtDeer_treatment_cerebellum_4x_97.tif,Deer,cerebellum,34749900
GtDeer_treatment_cerebellum_4x_98.tif,Deer,cerebellum,30642500
GtDeer_treatment_cerebellum_4x_99.tif,Deer,cerebellum,35572375
GtDeer_treatment_hippocampus_4x_01.tif,Deer,hippocampus,36784875
GtDeer_treatment_hippocampus_4x_02.tif,Deer,hippocampus,42059000
GtDeer_treatment_hippocampus_4x_03.tif,Deer,hippocampus,40868125
GtDeer_treatment_hippocampus_4x_04.tif,Deer,hippocampus,29295675
GtDeer_treatment_hippocampus_4x_05.tif,Deer,hippocampus,29652175
GtDeer_treatment_hippocampus_4x_06.tif,Deer,hippocampus,46824725
GtDeer_treatment_hippocampus_4x_07.tif,Deer,hippocampus,37782875
GtDeer_treatment_hippocampus_4x_08.tif,Deer,hippocampus,74231400
GtDeer_treatment_hippocampus_4x_09.tif,Deer,hippocampus,70417225
GtDeer_treatment_hippocampus_4x_10.tif,Deer,hippocampus,39395975
GtDeer_treatment_hippocampus_4x_11.tif,Deer,hippocampus,99381475
GtDeer_treatment_hippocampus_4x_12.tif,Deer,hippocampus,55913375
GtDeer_treatment_hippocampus_4x_13.tif,Deer,hippocampus,39602975
GtDeer_treatment_hippocampus_4x_14.tif,Deer,hippocampus,38595725
GtDeer_treatment_hippocampus_4x_15.tif,Deer,hippocampus,68026800
GtDeer_treatment_hippocampus_4x_16.tif,Deer,hippocampus,38005300
GtDeer_treatment_hippocampus_4x_17.tif,Deer,hippocampus,75384400
GtDeer_treatment_hippocampus_4x_18.tif,Deer,hippocampus,65190825
GtDeer_treatment_hippocampus_4x_19.tif,Deer,hippocampus,68015000
GtDeer_treatment_hippocampus_4x_20.tif,Deer,hippocampus,33721275
GtDeer_treatment_hippocampus_4x_21.tif,Deer,hippocampus,38274975
GtDeer_treatment_hippocampus_4x_22.tif,Deer,hippocampus,54117750
GtDeer_treatment_hippocampus_4x_23.tif,Deer,hippocampus,44618650
GtDeer_treatment_hippocampus_4x_24.tif,Deer,hippocampus,62491000
GtDeer_treatment_hippocampus_4x_25.tif,Deer,hippocampus,48418025
GtDeer_treatment_hippocampus_4x_26.tif,Deer,hippocampus,31939000
GtDeer_treatment_hippocampus_4x_27.tif,Deer,hippocampus,31205000
GtDeer_treatment_hippocampus_4x_28.tif,Deer,hippocampus,40310650
GtDeer_treatment_hippocampus_4x_29.tif,Deer,hippocampus,312270225
GtDeer_treatment_hippocampus_4x_30.tif,Deer,hippocampus,68106975
GtDeer_treatment_hippocampus_4x_31.tif,Deer,hippocampus,312710300
GtDeer_treatment_hippocampus_4x_32.tif,Deer,hippocampus,83035775
GtDeer_treatment_hippocampus_4x_33.tif,Deer,hippocampus,66926250
GtDeer_treatment_hippocampus_4x_34.tif,Deer,hippocampus,68808000
GtDeer_treatment_hippocampus_4x_35.tif,Deer,hippocampus,47185700
GtDeer_treatment_hippocampus_4x_36.tif,Deer,hippocampus,91951750
GtDeer_treatment_hippocampus_4x_37.tif,Deer,hippocampus,57677400
GtDeer_treatment_hippocampus_4x_38.tif,Deer,hippocampus,72231025
GtDeer_treatment_hippocampus_4x_39.tif,Deer,hippocampus,49245300
GtDeer_treatment_hippocampus_4x_40.tif,Deer,hippocampus,94937525
GtDeer_treatment_hippocampus_4x_41.tif,Deer,hippocampus,69697950
GtDeer_treatment_hippocampus_4x_42.tif,Deer,hippocampus,34627025
GtDeer_treatment_hippocampus_4x_43.tif,Deer,hippocampus,33914400
GtDeer_treatment_hippocampus_4x_44.tif,Deer,hippocampus,88678250
GtDeer_treatment_hippocampus_4x_45.tif,Deer,hippocampus,63236350
GtDeer_treatment_hippocampus_4x_46.tif,Deer,hippocampus,46095600
GtDeer_treatment_hippocampus_4x_47.tif,Deer,hippocampus,70317500
GtDeer_treatment_hippocampus_4x_48.tif,Deer,hippocampus,54993550
GtDeer_treatment_hippocampus_4x_49.tif,Deer,hippocampus,91270700
GtDeer_treatment_hippocampus_4x_50.tif,Deer,hippocampus,68708000
GtDeer_treatment_hippocampus_4x_51.tif,Deer,hippocampus,45040800
GtDeer_treatment_hippocampus_4x_52.tif,Deer,hippocampus,15188150
GtDeer_treatment_hippocampus_4x_53.tif,Deer,hippocampus,70740000
GtDeer_treatment_hippocampus_4x_54.tif,Deer,hippocampus,81600000
GtDeer_treatment_hippocampus_4x_55.tif,Deer,hippocampus,39000000
GtDeer_treatment_hippocampus_4x_56.tif,Deer,hippocampus,68308800
GtDeer_treatment_hippocampus_4x_57.tif,Deer,hippocampus,42217500
GtDeer_treatment_hippocampus_4x_58.tif,Deer,hippocampus,91236125
GtDeer_treatment_hippocampus_4x_59.tif,Deer,hippocampus,41117175
GtDeer_treatment_hippocampus_4x_60.tif,Deer,hippocampus,36198900
GtDeer_treatment_hippocampus_4x_61.tif,Deer,hippocampus,80942325
GtDeer_treatment_hippocampus_4x_62.tif,Deer,hippocampus,109724575
GtDeer_treatment_hippocampus_4x_63.tif,Deer,hippocampus,41551125
GtDeer_treatment_hippocampus_4x_64.tif,Deer,hippocampus,33848375
GtDeer_treatment_hippocampus_4x_65.tif,Deer,hippocampus,39821650
GtDeer_treatment_hippocampus_4x_66.tif,Deer,hippocampus,42867400
GtDeer_treatment_hippocampus_4x_67.tif,Deer,hippocampus,45318200
GtDeer_treatment_hippocampus_4x_68.tif,Deer,hippocampus,42567175
GtDeer_treatment_hippocampus_4x_69.tif,Deer,hippocampus,45963175
GtDeer_treatment_hippocampus_4x_70.tif,Deer,hippocampus,66067275
GtDeer_treatment_hippocampus_4x_71.tif,Deer,hippocampus,77736250
GtDeer_treatment_hippocampus_4x_72.tif,Deer,hippocampus,49668275
GtDeer_treatment_hippocampus_4x_73.tif,Deer,hippocampus,111613150
GtDeer_treatment_hippocampus_4x_74.tif,Deer,hippocampus,39383200
GtDeer_treatment_hippocampus_4x_75.tif,Deer,hippocampus,74604450
GtDeer_treatment_hippocampus_4x_76.tif,Deer,hippocampus,41196775
GtDeer_treatment_hippocampus_4x_77.tif,Deer,hippocampus,82125075
GtDeer_treatment_hippocampus_4x_78.tif,Deer,hippocampus,94280600
GtDeer_treatment_hippocampus_4x_79.tif,Deer,hippocampus,43334675
GtDeer_treatment_hippocampus_4x_80.tif,Deer,hippocampus,53679900
GtDeer_treatment_hippocampus_4x_81.tif,Deer,hippocampus,45589850
GtDeer_treatment_hippocampus_4x_82.tif,Deer,hippocampus,41501150
GtDeer_treatment_hippocampus_4x_83.tif,Deer,hippocampus,45160550
GtDeer_treatment_hippocampus_4x_84.tif,Deer,hippocampus,49943100
GtDeer_treatment_hippocampus_4x_85.tif,Deer,hippocampus,40574800
GtDeer_treatment_hippocampus_4x_86.tif,Deer,hippocampus,81959700
GtDeer_treatment_hippocampus_4x_87.tif,Deer,hippocampus,71149000
GtDeer_treatment_midbrain_4x_01.tif,Deer,midbrain,37083400
GtDeer_treatment_midbrain_4x_02.tif,Deer,midbrain,47992500
GtDeer_treatment_midbrain_4x_03.tif,Deer,midbrain,40195575
GtDeer_treatment_midbrain_4x_04.tif,Deer,midbrain,25826000
GtDeer_treatment_midbrain_4x_05.tif,Deer,midbrain,28334750
GtDeer_treatment_midbrain_4x_06.tif,Deer,midbrain,18820325
GtDeer_treatment_midbrain_4x_07.tif,Deer,midbrain,35234525
GtDeer_treatment_midbrain_4x_08.tif,Deer,midbrain,69635725
GtDeer_treatment_midbrain_4x_09.tif,Deer,midbrain,39217150
GtDeer_treatment_midbrain_4x_10.tif,Deer,midbrain,50685575
GtDeer_treatment_midbrain_4x_11.tif,Deer,midbrain,62535825
GtDeer_treatment_midbrain_4x_12.tif,Deer,midbrain,37365300
GtDeer_treatment_midbrain_4x_13.tif,Deer,midbrain,74744100
GtDeer_treatment_midbrain_4x_14.tif,Deer,midbrain,37791950
GtDeer_treatment_midbrain_4x_15.tif,Deer,midbrain,62322975
GtDeer_treatment_midbrain_4x_16.tif,Deer,midbrain,76918600
GtDeer_treatment_midbrain_4x_17.tif,Deer,midbrain,88966125
GtDeer_treatment_midbrain_4x_18.tif,Deer,midbrain,40864300
GtDeer_treatment_midbrain_4x_19.tif,Deer,midbrain,41445875
GtDeer_treatment_midbrain_4x_20.tif,Deer,midbrain,50303475
GtDeer_treatment_midbrain_4x_21.tif,Deer,midbrain,53020700
GtDeer_treatment_midbrain_4x_22.tif,Deer,midbrain,54982900
GtDeer_treatment_midbrain_4x_23.tif,Deer,midbrain,30243600
GtDeer_treatment_midbrain_4x_24.tif,Deer,midbrain,35891675
GtDeer_treatment_midbrain_4x_25.tif,Deer,midbrain,75902825
GtDeer_treatment_midbrain_4x_26.tif,Deer,midbrain,87293850
GtDeer_treatment_midbrain_4x_27.tif,Deer,midbrain,70964775
GtDeer_treatment_midbrain_4x_28.tif,Deer,midbrain,43876000
GtDeer_treatment_midbrain_4x_29.tif,Deer,midbrain,91897800
GtDeer_treatment_midbrain_4x_30.tif,Deer,midbrain,68668450
GtDeer_treatment_midbrain_4x_31.tif,Deer,midbrain,79839900
GtDeer_treatment_midbrain_4x_32.tif,Deer,midbrain,53602850
GtDeer_treatment_midbrain_4x_33.tif,Deer,midbrain,85247800
GtDeer_treatment_midbrain_4x_34.tif,Deer,midbrain,68128450
GtDeer_treatment_midbrain_4x_35.tif,Deer,midbrain,39849375
GtDeer_treatment_midbrain_4x_36.tif,Deer,midbrain,95354100
GtDeer_treatment_midbrain_4x_37.tif,Deer,midbrain,30030000
GtDeer_treatment_midbrain_4x_38.tif,Deer,midbrain,88859575
GtDeer_treatment_midbrain_4x_39.tif,Deer,midbrain,33651450
GtDeer_treatment_midbrain_4x_40.tif,Deer,midbrain,71198200
GtDeer_treatment_midbrain_4x_41.tif,Deer,midbrain,64868525
GtDeer_treatment_midbrain_4x_42.tif,Deer,midbrain,36284750
GtDeer_treatment_midbrain_4x_43.tif,Deer,midbrain,82230750
GtDeer_treatment_midbrain_4x_44.tif,Deer,midbrain,87164250
GtDeer_treatment_midbrain_4x_45.tif,Deer,midbrain,77362300
GtDeer_treatment_midbrain_4x_46.tif,Deer,midbrain,40259025
GtDeer_treatment_midbrain_4x_47.tif,Deer,midbrain,71878125
GtDeer_treatment_midbrain_4x_48.tif,Deer,midbrain,93050650
GtDeer_treatment_midbrain_4x_49.tif,Deer,midbrain,35269200
GtDeer_treatment_midbrain_4x_50.tif,Deer,midbrain,39490125
GtDeer_treatment_midbrain_4x_51.tif,Deer,midbrain,77042250
GtDeer_treatment_midbrain_4x_52.tif,Deer,midbrain,95481800
GtDeer_treatment_midbrain_4x_53.tif,Deer,midbrain,34927200
GtDeer_treatment_midbrain_4x_54.tif,Deer,midbrain,31453925
GtDeer_treatment_midbrain_4x_55.tif,Deer,midbrain,38891350
GtDeer_treatment_midbrain_4x_56.tif,Deer,midbrain,35012700
GtDeer_treatment_midbrain_4x_57.tif,Deer,midbrain,51463725
GtDeer_treatment_midbrain_4x_58.tif,Deer,midbrain,44321550
GtDeer_treatment_midbrain_4x_59.tif,Deer,midbrain,38544775
GtDeer_treatment_midbrain_4x_60.tif,Deer,midbrain,76157625
GtDeer_treatment_midbrain_4x_61.tif,Deer,midbrain,75516100
GtDeer_treatment_midbrain_4x_62.tif,Deer,midbrain,42112125
GtDeer_treatment_midbrain_4x_63.tif,Deer,midbrain,90347600
GtDeer_treatment_midbrain_4x_64.tif,Deer,midbrain,42651975
GtDeer_treatment_midbrain_4x_65.tif,Deer,midbrain,68953000
GtDeer_treatment_midbrain_4x_66.tif,Deer,midbrain,38284525
GtDeer_treatment_midbrain_4x_67.tif,Deer,midbrain,69460625
GtDeer_treatment_midbrain_4x_68.tif,Deer,midbrain,83691000
GtDeer_treatment_midbrain_4x_69.tif,Deer,midbrain,42982625
GtDeer_treatment_midbrain_4x_70.tif,Deer,midbrain,69943750
GtDeer_treatment_midbrain_4x_71.tif,Deer,midbrain,43642400
GtDeer_treatment_midbrain_4x_72.tif,Deer,midbrain,37253325
GtDeer_treatment_midbrain_4x_73.tif,Deer,midbrain,39949100
GtDeer_treatment_midbrain_4x_74.tif,Deer,midbrain,56724000
GtDeer_treatment_midbrain_4x_75.tif,Deer,midbrain,39810475
GtDeer_treatment_midbrain_4x_76.tif,Deer,midbrain,78192450
GtDeer_treatment_midbrain_4x_77.tif,Deer,midbrain,110963800
GtDeer_treatment_midbrain_4x_78.tif,Deer,midbrain,79032625
GtDeer_treatment_septum_4x_01.tif,Deer,septum,32416800
GtDeer_treatment_septum_4x_02.tif,Deer,septum,25967700
GtDeer_treatment_septum_4x_03.tif,Deer,septum,37832800
GtDeer_treatment_septum_4x_04.tif,Deer,septum,41988250
GtDeer_treatment_septum_4x_05.tif,Deer,septum,44505650
GtDeer_treatment_septum_4x_06.tif,Deer,septum,39888450
GtDeer_treatment_septum_4x_07.tif,Deer,septum,24965325
GtDeer_treatment_septum_4x_08.tif,Deer,septum,20664350
GtDeer_treatment_septum_4x_09.tif,Deer,septum,47879400
GtDeer_treatment_septum_4x_10.tif,Deer,septum,30319800
GtDeer_treatment_septum_4x_11.tif,Deer,septum,57323350
GtDeer_treatment_septum_4x_12.tif,Deer,septum,44982975
GtDeer_treatment_septum_4x_13.tif,Deer,septum,20397100
GtDeer_treatment_septum_4x_14.tif,Deer,septum,71072875
GtDeer_treatment_septum_4x_15.tif,Deer,septum,31038975
GtDeer_treatment_septum_4x_16.tif,Deer,septum,28974725
GtDeer_treatment_septum_4x_17.tif,Deer,septum,54650800
GtDeer_treatment_septum_4x_18.tif,Deer,septum,23240700
GtDeer_treatment_septum_4x_19.tif,Deer,septum,45663750
GtDeer_treatment_septum_4x_20.tif,Deer,septum,39203025
GtDeer_treatment_septum_4x_21.tif,Deer,septum,56100825
GtDeer_treatment_septum_4x_22.tif,Deer,septum,25798350
GtDeer_treatment_septum_4x_23.tif,Deer,septum,20765250
GtDeer_treatment_septum_4x_24.tif,Deer,septum,23049075
GtDeer_treatment_septum_4x_25.tif,Deer,septum,32159375
GtDeer_treatment_septum_4x_26.tif,Deer,septum,40627275
GtDeer_treatment_septum_4x_27.tif,Deer,septum,34068975
GtDeer_treatment_septum_4x_28.tif,Deer,septum,21169725
GtDeer_treatment_septum_4x_29.tif,Deer,septum,23414325
GtDeer_treatment_septum_4x_30.tif,Deer,septum,37310150
GtDeer_treatment_septum_4x_31.tif,Deer,septum,33312975
GtDeer_treatment_septum_4x_32.tif,Deer,septum,34137525
GtDeer_treatment_septum_4x_33.tif,Deer,septum,27190600
GtDeer_treatment_septum_4x_34.tif,Deer,septum,35599200
GtDeer_treatment_septum_4x_35.tif,Deer,septum,14916550
GtDeer_treatment_septum_4x_36.tif,Deer,septum,57692800
GtDeer_treatment_septum_4x_37.tif,Deer,septum,45997375
GtDeer_treatment_septum_4x_38.tif,Deer,septum,22532575
GtDeer_treatment_septum_4x_39.tif,Deer,septum,27426750
GtDeer_treatment_septum_4x_40.tif,Deer,septum,54491750
GtDeer_treatment_septum_4x_41.tif,Deer,septum,42582425
GtDeer_treatment_septum_4x_42.tif,Deer,septum,47909850
GtDeer_treatment_septum_4x_43.tif,Deer,septum,45623575
GtDeer_treatment_septum_4x_44.tif,Deer,septum,71060075
GtDeer_treatment_septum_4x_45.tif,Deer,septum,42639000
GtDeer_treatment_septum_4x_46.tif,Deer,septum,45662200
GtDeer_treatment_septum_4x_47.tif,Deer,septum,22998275
GtDeer_treatment_septum_4x_48.tif,Deer,septum,48096225
GtDeer_treatment_septum_4x_49.tif,Deer,septum,46271650
GtDeer_treatment_septum_4x_50.tif,Deer,septum,66164000
GtDeer_treatment_septum_4x_51.tif,Deer,septum,52995800
GtDeer_treatment_septum_4x_52.tif,Deer,septum,34032200
GtDeer_treatment_septum_4x_53.tif,Deer,septum,34336075
GtDeer_treatment_septum_4x_54.tif,Deer,septum,59781600
GtDeer_treatment_septum_4x_55.tif,Deer,septum,48605050
GtDeer_treatment_septum_4x_56.tif,Deer,septum,33731275
GtDeer_treatment_septum_4x_57.tif,Deer,septum,38377500
GtDeer_treatment_septum_4x_58.tif,Deer,septum,31312575
GtDeer_treatment_septum_4x_59.tif,Deer,septum,59808600
GtDeer_treatment_septum_4x_60.tif,Deer,septum,34948200
GtDeer_treatment_septum_4x_61.tif,Deer,septum,29688750
GtDeer_treatment_septum_4x_62.tif,Deer,septum,51425825
GtDeer_treatment_septum_4x_63.tif,Deer,septum,69176625
GtDeer_treatment_septum_4x_64.tif,Deer,septum,31168150
GtDeer_treatment_septum_4x_65.tif,Deer,septum,29130500
GtDeer_treatment_septum_4x_66.tif,Deer,septum,28639700
GtDeer_treatment_septum_4x_67.tif,Deer,septum,29581200
GtDeer_treatment_septum_4x_68.tif,Deer,septum,36553625
GtDeer_treatment_septum_4x_69.tif,Deer,septum,30639500
GtDeer_treatment_septum_4x_70.tif,Deer,septum,36455525
GtDeer_treatment_septum_4x_71.tif,Deer,septum,45803850
GtDeer_treatment_septum_4x_72.tif,Deer,septum,53231150
GtDeer_treatment_septum_4x_73.tif,Deer,septum,32019750
GtDeer_treatment_septum_4x_74.tif,Deer,septum,55712075
GtDeer_treatment_septum_4x_75.tif,Deer,septum,29631000
GtDeer_treatment_septum_4x_76.tif,Deer,septum,34226425
GtDeer_treatment_septum_4x_77.tif,Deer,septum,32572800
GtDeer_treatment_septum_4x_78.tif,Deer,septum,39065800
GtDeer_treatment_septum_4x_79.tif,Deer,septum,65543150
GtDeer_treatment_septum_4x_80.tif,Deer,septum,34525000
GtDeer_treatment_septum_4x_81.tif,Deer,septum,47049425
GtDeer_treatment_septum_4x_82.tif,Deer,septum,31608675
GtDeer_treatment_septum_4x_83.tif,Deer,septum,29986700
GtDeer_treatment_septum_4x_84.tif,Deer,septum,30432475
GtDeer_treatment_septum_4x_85.tif,Deer,septum,37993475
GtDeer_treatment_septum_4x_86.tif,Deer,septum,35343000
GtDeer_treatment_septum_4x_87.tif,Deer,septum,48518075
GtDeer_treatment_septum_4x_88.tif,Deer,septum,48648525
GtDeer_treatment_septum_4x_89.tif,Deer,septum,39369225
